CTID_FIVETRAN_ID,ID,CUSTOMER_ID,ORDER_DATE,STATUS,SHIPPING_METHOD,SHIPPING_ADDRESS,SHIPPING_CITY,SHIPPING_STATE,SHIPPING_ZIP,SUBTOTAL,TAX_AMOUNT,SHIPPING_COST,TOTAL_AMOUNT,CREATED_AT,UPDATED_AT,_FIVETRAN_DELETED,_FIVETRAN_SYNCED,WAREHOUSE_ID,DEMO_BATCH_ID
DEMO_OR000284,90284,284,2026-03-12 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-12 00:00:00.000,2026-03-12 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000285,90285,285,2026-03-13 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-13 00:00:00.000,2026-03-13 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000286,90286,286,2026-03-14 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-14 00:00:00.000,2026-03-14 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000287,90287,287,2026-03-15 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-15 00:00:00.000,2026-03-15 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000288,90288,288,2026-03-16 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-16 00:00:00.000,2026-03-16 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000289,90289,289,2026-03-17 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-17 00:00:00.000,2026-03-17 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000290,90290,290,2026-03-18 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-18 00:00:00.000,2026-03-18 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000291,90291,291,2026-03-19 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-19 00:00:00.000,2026-03-19 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000292,90292,292,2026-03-20 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-20 00:00:00.000,2026-03-20 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000293,90293,293,2026-03-21 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-21 00:00:00.000,2026-03-21 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000294,90294,294,2026-03-22 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-22 00:00:00.000,2026-03-22 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000295,90295,295,2026-03-23 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-23 00:00:00.000,2026-03-23 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000296,90296,296,2026-03-24 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-24 00:00:00.000,2026-03-24 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000297,90297,297,2026-03-25 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-25 00:00:00.000,2026-03-25 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000298,90298,298,2026-03-26 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-26 00:00:00.000,2026-03-26 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000299,90299,299,2026-03-27 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-27 00:00:00.000,2026-03-27 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000300,90300,300,2026-03-28 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-28 00:00:00.000,2026-03-28 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000301,90301,301,2026-03-29 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-29 00:00:00.000,2026-03-29 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000302,90302,302,2026-03-30 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-30 00:00:00.000,2026-03-30 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000303,90303,303,2026-03-31 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-31 00:00:00.000,2026-03-31 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000304,90304,304,2026-04-01 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-01 00:00:00.000,2026-04-01 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000305,90305,305,2026-04-02 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-02 00:00:00.000,2026-04-02 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000306,90306,306,2026-04-03 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-03 00:00:00.000,2026-04-03 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000307,90307,307,2026-04-04 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-04 00:00:00.000,2026-04-04 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000308,90308,308,2026-04-05 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-05 00:00:00.000,2026-04-05 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000309,90309,309,2026-04-06 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-06 00:00:00.000,2026-04-06 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000310,90310,310,2026-04-07 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-07 00:00:00.000,2026-04-07 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000311,90311,311,2026-04-08 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-08 00:00:00.000,2026-04-08 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000312,90312,312,2026-04-09 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-09 00:00:00.000,2026-04-09 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000313,90313,313,2026-04-10 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-10 00:00:00.000,2026-04-10 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000314,90314,314,2026-04-11 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-11 00:00:00.000,2026-04-11 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000315,90315,315,2026-04-12 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-12 00:00:00.000,2026-04-12 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000316,90316,316,2026-04-13 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-13 00:00:00.000,2026-04-13 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000317,90317,317,2026-04-14 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-14 00:00:00.000,2026-04-14 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000318,90318,318,2026-04-15 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-15 00:00:00.000,2026-04-15 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000319,90319,319,2026-04-16 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-16 00:00:00.000,2026-04-16 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000320,90320,320,2026-04-17 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-17 00:00:00.000,2026-04-17 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000321,90321,321,2026-04-18 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-18 00:00:00.000,2026-04-18 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000322,90322,322,2026-04-19 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-19 00:00:00.000,2026-04-19 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000323,90323,323,2026-04-20 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-20 00:00:00.000,2026-04-20 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000324,90324,324,2026-04-21 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-21 00:00:00.000,2026-04-21 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000325,90325,325,2026-04-22 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-22 00:00:00.000,2026-04-22 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000326,90326,326,2026-04-23 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-23 00:00:00.000,2026-04-23 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000327,90327,327,2026-04-24 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-24 00:00:00.000,2026-04-24 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000328,90328,328,2026-04-25 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-25 00:00:00.000,2026-04-25 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000329,90329,329,2026-04-26 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-26 00:00:00.000,2026-04-26 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000330,90330,330,2026-04-27 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-27 00:00:00.000,2026-04-27 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000331,90331,331,2026-04-28 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-28 00:00:00.000,2026-04-28 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000332,90332,332,2026-04-29 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-29 00:00:00.000,2026-04-29 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000333,90333,333,2026-04-30 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-04-30 00:00:00.000,2026-04-30 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000334,90334,334,2026-05-01 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-01 00:00:00.000,2026-05-01 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000335,90335,335,2026-05-02 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-02 00:00:00.000,2026-05-02 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000336,90336,336,2026-05-03 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-03 00:00:00.000,2026-05-03 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000337,90337,337,2026-05-04 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-04 00:00:00.000,2026-05-04 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000338,90338,338,2026-05-05 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-05 00:00:00.000,2026-05-05 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000339,90339,339,2026-05-06 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-06 00:00:00.000,2026-05-06 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000340,90340,340,2026-05-07 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-07 00:00:00.000,2026-05-07 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000341,90341,341,2026-05-08 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-08 00:00:00.000,2026-05-08 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000342,90342,342,2026-05-09 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-09 00:00:00.000,2026-05-09 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000343,90343,343,2026-05-10 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-10 00:00:00.000,2026-05-10 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000344,90344,344,2026-05-11 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-11 00:00:00.000,2026-05-11 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000345,90345,345,2026-05-12 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-12 00:00:00.000,2026-05-12 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000346,90346,346,2026-05-13 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-13 00:00:00.000,2026-05-13 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000347,90347,347,2026-05-14 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-14 00:00:00.000,2026-05-14 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000348,90348,348,2026-05-15 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-15 00:00:00.000,2026-05-15 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000349,90349,349,2026-05-16 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-16 00:00:00.000,2026-05-16 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000350,90350,350,2026-05-17 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-17 00:00:00.000,2026-05-17 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000351,90351,351,2026-05-18 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-18 00:00:00.000,2026-05-18 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000352,90352,352,2026-05-19 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-19 00:00:00.000,2026-05-19 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000353,90353,353,2026-05-20 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-20 00:00:00.000,2026-05-20 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000354,90354,354,2026-05-21 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-21 00:00:00.000,2026-05-21 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000355,90355,355,2026-05-22 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-22 00:00:00.000,2026-05-22 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000356,90356,356,2026-05-23 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-23 00:00:00.000,2026-05-23 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000357,90357,357,2026-05-24 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-24 00:00:00.000,2026-05-24 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000358,90358,358,2026-05-25 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-25 00:00:00.000,2026-05-25 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000359,90359,359,2026-05-26 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-26 00:00:00.000,2026-05-26 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000360,90360,360,2026-05-27 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-27 00:00:00.000,2026-05-27 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000361,90361,361,2026-05-28 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-28 00:00:00.000,2026-05-28 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000362,90362,362,2026-05-29 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-29 00:00:00.000,2026-05-29 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000363,90363,363,2026-05-30 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-30 00:00:00.000,2026-05-30 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000364,90364,364,2026-05-31 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-05-31 00:00:00.000,2026-05-31 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000365,90365,365,2026-06-01 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-06-01 00:00:00.000,2026-06-01 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000366,90366,366,2025-06-02 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-02 00:00:00.000,2025-06-02 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000367,90367,367,2025-06-03 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-03 00:00:00.000,2025-06-03 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000368,90368,368,2025-06-04 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-04 00:00:00.000,2025-06-04 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000369,90369,369,2025-06-05 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-05 00:00:00.000,2025-06-05 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000370,90370,370,2025-06-06 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-06 00:00:00.000,2025-06-06 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000371,90371,371,2025-06-07 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-07 00:00:00.000,2025-06-07 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000372,90372,372,2025-06-08 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-08 00:00:00.000,2025-06-08 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000373,90373,373,2025-06-09 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-09 00:00:00.000,2025-06-09 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000374,90374,374,2025-06-10 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-10 00:00:00.000,2025-06-10 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000375,90375,375,2025-06-11 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-11 00:00:00.000,2025-06-11 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000376,90376,376,2025-06-12 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000377,90377,377,2025-06-13 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-13 00:00:00.000,2025-06-13 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000378,90378,378,2025-06-14 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-14 00:00:00.000,2025-06-14 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000379,90379,379,2025-06-15 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-15 00:00:00.000,2025-06-15 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
